label,text
negative,"Guys. This show for the price? I did not enjoy it at all. Especially when it's the same price for a lot of the other shows on the strip...I felt that it's extremely not worth it. \n\nThis is a great show for families to go see. It's definitely rated below G. \nLook I'm a really crude type of person especially when it comes to humor. But I can appreciate clean humor. One of my favorite comedians is Brian Regan. So that's not really it. \n\nThis show is so outdated. It's still stuck in the 90's. The guys are great performers and they do an excellent job. But the show as a whole is not very entertaining. Especially when you're paying $75pp for seats close to the back. I would pay $25pp for front row seats...only if I had kids with me that wanted to see it. There were a ton of kids there. But I still feel it's way overpriced. \n\nI'll be honest--I have never wanted to see this show. It's never peaked my interest. Mainly because I knew it was going to be pretty boring for the price you pay. And I wasn't wrong. We had friends that came to town that really wanted to see it. And they were super disappointed as well. \n\nLuxor as a whole seems to be going downhill. I hope they're up for an entire renovation because they could really use it."
negative,"I have never written a review but I feel compelled to write one for the Marquee. From my experience the Marquee staff is clearly racist against black people and therefore regardless of everything else deserve the lowest rating possible.\n\nI got a table with bottle service for my little brother's 21st birthday. Our group had 7 people. When the staff came to escort us to our table they let the 5 people that were not black in and then stopped the two black guys and asked them if they are with us. The guys were clearly with our group.\n\nThen we show ID's. The girl checking ID's checks everyone's ID and then when it gets to one of the black guys checks the ID for a good 15 minutes while the rest of us wait on the other side of the ID check. They bring an extra person to check this clearly valid driver's license from Florida while they harass us for waiting for our friends to get in to be escorted to our table.\n\nAfter that we got into the club and by the end of the night both of the black guys were kicked out of the club with an 'X' marked in permanent marker on their wrists so they can't get back in.  While I did not see what happened I know everyone in that group. They are long time friends of my little brother's and they are some of the coolest nicest people I know. They are not the kind of people that cause trouble in clubs.\n\nIt is inconceivable to me that this was a series of unfortunate mistakes or coincidences. My friends were kicked out for being black and not dressing \"white\" enough. I expect we would have had less problems if they put on a white button-up shirt suite and tie and tried to look extra friendly and smile extra big for the racist Marquee staff. I think the Marquee staff saw two black males and assumed they would cause trouble so they gave them as much trouble as they could and ultimately kicked them out.\n\nThis was our experience and we had bottle service. One can only imagine how the staff must treat black males they determine are \"too black\" that just want to come in and have a good time. I'll never go to this club again."
negative,"We came here looking for a nice steakhouse. Seems that we will continue looking. :(\n\nValet attendant  was friendly although not needed for us.\n\nThe tables are nice and I can see them trying to set a nice atmosphere. Unfortunately I wasn't impressed. \n\nMy reasons include first and foremost the menu!! The seafood was very limited. The Figi water was offered and that was a plus however we needed to eat as well.\n\nOkay so my Mom could not get the seafood she desired. Moving on  EVERYTHING on the menu is a-la- carte! Our group had a total of 6 people so a small slab of mashed potatoes at $8.00 a pop is $48.00 in potatoes alone!! If you cut the carbs and go with the brussel sprouts it's about the same!! What if you get both?! Plus the entree we'll you can imagine the bill NOT including the drinks!!\n\nI have been fortunate to frequent some very nice restaurants in my lifetime and this isn't one of them. NO OCEAN NO VIEW NO REASON for me to return.\n\nI recommend finding a true steakhouse based on a great variety of good food and service that takes the sting outta the bill! Just my OPINION."
negative,"\"Thank you for calling Cox Communications. My name is Melika. How may I assist you today?\"\n\"Hello Melika. I'd like pay the minimum on our cable bill please.\"\n\"OK sir. I would be happy to assist you with this today. May I please have your PIN.\"\n\"I have no idea what our PIN is. I\"m sorry. What other information may I give you.\"\n\"The social security number for the primary customer.\"\n\"Oh well that's my partner and I'm not sure what it is. I have our address phone number our account number...\"\n\"Yes sir well I do understand that you have that information I will not be able to assist you.\"\n\"OK Melika. Look honey. I'm trying to GIVE you money. I'm not changing my plan or even making fun of your dumb ass company yet. Just wanna GIVE you money.\"\n\"Without your PIN or social security number I cannot tell you the minimum due but I can take a payment.\"\n\"Oh. Well now we're getting somewhere. Melika. By the way we're you named after a coffee maker? Great let's pay $165 like I did last month and see where that gets us.\"\n\"Thank you sir for you payment. And yes I was named after a coffee maker. Thank you for choosing Cox Communications for all your media and digital needs. Have a nice day.\"\nTwo days later. Our cable and internet is turned off. Because she could not tell me my minimum amount and I was short by $4.83. Our services were turned off. And I didn't \"choose\" Cox. It was forced on me like Catholicism and puberty. Cox? You suck!"
negative,"Basically here is my rant I just got an email stating they would be charging 1.99 on your credit card as a \"service fee\" for every class you take. This service fee is going directly to the instructor as a tip. Not an issue if your had cleaner rooms cleaner humidifiers didn't overcrowd your classes with so many people that I get kicked in the head and can hold the persons hand who is next to me. The instructors do not walk around the room to help reposition if you are doing anything incorrectly either. Pay your instructors enough money so tipping is optional or provide better service in the class room so mandatory tipping can be enforced. Apparently if an instructor is only getting tipped 20 cents a patron after teaching 200 people in three classes... Then... Maybe there's something wrong with the instructor? Maybe cramming a room with almost 70 people isn't a good idea either?"
negative,"The owner recently sent out an email stating that on top of what we pay for our membership we will be charged a service fee of 99 cents per each class 45 mins. or less and $1.99 for classes one hour or longer. He claims all of these service fees will go to the instructors and will act as tips. Similarly to how people pull over on the side of the road to watch an accident unfold I logged onto Yelp to see the ratings of this place plummet. The most obvious reason why this is frustrating is because none of us agreed to these terms (even though he claims we did). Tipping was always voluntary and that was even stated on the site. \n\nHe claims that these service fees are the reason why the membership costs are lower than the other studios but if you workout regularly these fees easily add up on top of what you already pay for your membership. Technically the price you pay for Vegas Hot! is the same as any other studio. So I'm trying to find the logic here? Oh wait there isn't any. \n\nI've never opened up emails that made me more irate. If I can set his newsletters on fire I would. One of his sob story emails opens up with how one of the instructors was in tears because she only got 20 cents per person in tips from a room of 200 people. Although this is sad that shouldn't be my problem or the problem of the members who attend the studio. This should be the sole problem of the business owners. Here's a grand concept that needs to be introduced back to the good ole USA: pay your employees so they won't cry. Here's another concept: don't open up a business unless you can afford to pay your employees. Business 101. You know...just cover your basics. \n\nHis latest email says \"P.S. For those who simply cannot afford the service fee due to financial hardship but want to come class just let us know and we will work it out.\"\nAs the only income in my household and as someone who is currently supporting my mother yeah I'm not in the best of financial situations at the moment. But why should I as a paying customer choose to disclose that with the place I go and workout in? I thought we are supposed to get healthy and live a Zen and chill lifestyle whatever not talk about financials. That's not chill at all.\n\nI give this place two stars: one because I have a heart and realize that not everyone understands how to properly run a business and two because of Danielle McDonald.\nMeditate on what I just said Vegas Hot! \n\nNamaste!"
negative,"Free entry tickets are sometimes handed out to ladies toward the entrance of the club.  We didn't need them since we were already getting in without a line.  I can only say I like the bar decor in this place.  \n\nThe music was okay.  Dance floor was extremely crowded on our visit; not sure the velvet ropes were much of help.  Us cousins were still trying to dance.  The dance floor was extremely sticky and if a light passed over it you can see people have left their drink cups on the floor.  \n\nIf you're not having bottle service they'll get you at the bar.  Be ready to spend your gambling winnings on drinks."
negative,"After two consecutive incidents with the same server Debra I'm forced to write this review. First happened February 14th 2014. My girlfriend and I came in for dinner. She took our order wrong food came out wrong runner went back into kitchen couple minutes later food came out right so no big deal. Debra however pretended it didn't happen and didn't even apologize. Again no big deal. Left her a 18% tip and totaled it to 90$ on my card. On my credit card statement I was charged 100$. \n\nI Talked to the manager Alennry on the phone and said he was busy at the moment so he gave me his email to explain the situation. Emailed him twice over the course of two weeks and no reply. I ended up letting it go convincing myself it could have been an honest mistake. \n\nApril 12th 2014 rolls around and I decide their happy hour sounds good which it is. Don't get me wrong it's a great happy hour. Again were sat in Debra's section. Funny right? This time I total my card to 33$ and I was charged 38$ same thing with my girlfriends card. Now I'm at the point where I'm very upset because it's clear Debra is forging credit card tips. Being a server in the Vegas industry myself I know this is the biggest no no. \n\nNow I go in and talk to Nectaly himself about the situation. He seemed very sorry and genuine about the situation and said he would get the money refunded. At the end of the day the extra 5$ charged on not only one but both our cards is not a big deal it's the principle that counts. Nectaly emails me saying he's getting statements from his merchant. Takes about a week but he finally gets them. Then he doesn't email back for a couple days and then I finally get an email saying he's in New York and will refund them as soon as he's back. I say that's awesome and couple days go by and no email or refund. I email again and now there's absolutely no response for a week.\n\nAnd now I'm writing this review. It's upsetting because like I said their happy hour and food quality is awesome. But this is not the way you do business. The first time could have been an honest mistake but twice from the same server is no coincidence. You don't steal from customers that's not the way you do business. Please take warning. The managers and owners seem to be more than okay with doing shady business."
negative,"Las Vegas can be on the extremes at times with all of its glamour and luxury along with the back alley dirt on your dinner table; however I've never been offended by Vegas until now.\n\nHAZE may be the newest nightclub in town but it sure won't last very long when the mystery is revealed that there's absolutely nothing special about this club except for a bunch of bouncers in the front all of whom think they are just too good for you. HAZE is not owned by Aria but by the Light Group which runs all of MGM \/ Mirage property clubs including Jet and the club at Hard Rock. If you've ever been mistreated at those clubs now you know why. \n\nFirst it's competition like someone mentioned is XS Tryst TAO and many other clubs that have amazing features such as beaches and pools lagoons and pillars towering high above with gorgeous views of the strip. They have elegant and impressive bars and table areas. They have huge dance floors in multiple places and interesting tidbits like the girls in the bathtubs at TAO or the dancers at the pole at Tryst. Unfortunately for HAZE they don't seem to have any of these features except for a small stage which divides the already small dance floor that contains a pole. They boast about having special shows that no other clubs have but it's nothing more than going to a strip club on a B-grade night where a bald head shaven female will come out and perform for you while hundreds watch on and wonder why she has no hair and is made up to look so scary instead of sexy.\n\nThis club is SMALL. It cannot hold many people and of all the people it does hold its about 90% girls. No they will not go home with you nor will they party with you because they also have the same attitude as the bouncers in the front. Too. Good. For. You.\n\nIf you are a guy and you are trying to get in to this club please save yourself some time and heartache because you will not get in even if you grease the bouncer $100+. If you get a table you will have to deal with the fact that there's literally no space for you to dance and the waitress seems to be always missing so you can't get any service after paying $300 for a bottle of alcohol you can get from Costco in a bigger size for $55+tax. Even if you have 10 girls and 1 guy the guy will get redirected to another line that will not move and will be dispersed by the bouncers saying they are at capacity for people so cannot let anymore people in (but then will usher in 10 girl groups).\n\nDespite the poor layout poor design poor air quality and extremely expensive drinks (mixed drinks for $20? are you kidding me? not even the Wynn has these kinds of prices for a Vodka and Pineapple) HAZE tries to limit to zero the number of guys going into the club.\n\nLets step back for a second. If the girls get in free and guys buy girls drinks and guys are in the club to find girls and are willing to pay to find and buy these girls drinks ... aren't guys the STAPLE of the Las Vegas clubbing scene? So why is it that every other club has this figured out already except for the newest supposedly \"hippest\" club in town?\n\nRegardless being a hotel guest I expected to have no problems getting in with the bf. We waited in line like normal people would. We had VIP passes from our stay at Aria. We did not bitch moan complain or make a scene. Somehow we were still separated after 45 minutes of waiting in line only to say that I could get in free but he would have to stay behind and wait in a line that may or may not get in at all. \n\nAnd when I tried to find someone to explain the situation where we were guests of the hotel had waited for a long time had VIP passes and there's no reason for me to be in a club by myself while he's out there waiting ... the main floor manager Mike cussed at me shoved me physically and told me I had to get in or get out while completely being RUDE and did not listen to ANYTHING I had said. \n\nI understand Vegas is different I understand guys have to pay more than girls I understand they are trying to keep the girl to guy ratio high. What I don't understand is why someone has to be RUDE and use INAPPROPRIATE language in front of me when I have not done anything except ask if he could give me a minute so I could explain how I was frustrated at the situation. There's NO reason for him to put his hands on me there is NO reason for him to be rude. \n\nPlease take your business elsewhere. HAZE is not worth your time their attitude is not worth you having to put up with it and you will have a far better time at XS or TAO once you find out that HAZE is nothing more than smoke and mirrors located in a dingy basement with some lighting overpriced drinks and no room at all to move."
negative,"Out celebrating our friends 1 year wedding anniversary I wanted a margarita. After checking out a few places we settled on this place. We stood forever at the hostess stand waiting to be seated. Finally a girl came over and took us to a table and gave us menus. Priced at $12.50 (regularly priced $17.50 when not on special) I ordered a strawberry \"Margarita-by-the-Yard\" and I couldn't taste any alcohol at all. Our friends couldn't taste any in theirs either so we asked our server when she finally came back around if we could buy some shots to add to it. She said they are $1 per shot so I ordered 2 shots to add to mine. The margarita seemed like it was mostly ice and I just didn't care for it.\n\nI figured with salsa being in the name of this place that we would get the standard complimentary chips and salsa but nope! Chips and salsa cost here! I decided to just order a \"Mexican Pizza\" priced at $7.95 to munch on. It was a flour tortilla that had a crunch to it with pinto beans cheese salsa and sour cream. The beans weren't very warm and tasted bland. Honestly the fresh avocado was the only good part about it. Maybe if their margaritas actually gave people a buzz the food would taste better! \n\nOur server wasn't great about checking on us and slow with bringing out our drinks and food. She carded us when we ordered the drinks but then carded our friend 2 more times and he didn't even order but one drink that he was already carded for. She seemed a bit spacey. I didn't mind the prices at all but wasn't satisfied with my drink food or the service we recieved. I can"
negative,"HAPPY HOUR REVIEW:\n\nWe came here on the Friday of Labor Day weekend. The food was just okay and not very memorable.  There really isn't a Happy Hour menu at Four Peaks.  As it was explained to us \"the drinks are $1.00 off and the food is just the regular prices.\"   \n\nThis is the sort of thing you run into at Craft Brewers that serves food.  A lot of times they confuse their beer sales as proof of their food success.  It's too bad they don't eat here.\n\nAMBIANCE\/MOOD:\nVery very noisy and somewhat overly attentive service particularily from those busing tables.\n\nMENU:\nEverything under the sun but nothing that stands out:\nChicken Rolls $7; Spinach Artichoke Dip $8; Garlic Cheese Beer Bread $6; Cheese Puffs $7; Spanekopita $7; Wings $7; Nachos $7; Quesadilla $7; Thai Hummus $6; Stuffed Poblano $8; Chicken Strips & Fries $8; Pub Fish and Chips $9; Chicken Enchiladas $9; Carne Adovada $10 and various pizzas starting at $13.50\n\nSERVICE:\nAs noted above they are overly attentive including their over the top busers. They seem to excel at taking your plates before you have finished your food. LOL.  No it's actually not funny.\n\nFOOD:\nFour Peaks is a Craft\/ Micro brewer http:\/\/www.craftbeer.com\/breweries\/brewery-locator\/find-a-us-brewery  who uses the restaurant to sell their beer.  Now normally that isn't a bad thing. Except the food here is uninspiring at best.  RAM Rock Bottom Yard House Gordon Biersch BJs all do it quite well but these are restaurants concepts trying to sell food and beer in that order.\n\nWe tried their  Spanekopita which they describe as a blend of cheeses spinach pine nuts and dill rolled in phyllo dough and served with marinara sauce. We actually liked this very much and would recommend it.  \n\nOn the other hand their Five Layer Nachos was a big miss. It came out cold and you could peal the cheese off the nacho chips. We added chicken ($2.50) which looked like it came out of a Sysco bag and dropped on top before serving. Ugh.\n\nAs you would expect the beer at Four Peaks is very much Four Stars.  We enjoyed their Oatmeal Stout and their 8th Street Scottish Ale both of which had low IBUs and 4.8-5.2% alcohol.  \n\nPRICES:\nExpect to pay around $40 including tax and tip depending on how many pints you are going to enjoy."
negative,"Eh. Just thinking of this place makes me sad :( So disappointed! I was sooo excited to try this place when I was in Vegas. Saw all the 4 and 5 stat reviews on Yelp and my friends told me this place is a must try!\n\nThis place is located on The Strip\/sort of near Circus Circus. Man the lines can be crazy long\/out the doors and they even have a security guard or whoever directing you where to enter and which line to stand in. Soooo my friend and I stood in the \"asada\" line since we wanted carne asada tacos. Man the wait was sooo long and sooo not worth it. And we ordered like 15 tacos and I'm still sooo sad we ordered 15 tacos and it wasn't even delicious (but of course I still ate it). Anyway place is busy and not a lot of seating. Pretty much you stand in line forever order and go to the other counter by the exit to pay and then sit down or take the food to go. Oh there's a salsa bar or something too. Overall eh. I don't recommend this place :( I'll stick with Taco bell lol...k Sad4Lyfe"
negative,"I hate being a hater but that was a 2 star experience.  They can't compete with the big boys down the street.  \n\nMy wife got the tonkotsu ramen and while the broth was decent they gave her thin noodles which she didn't like at all.  The server didn't even offer a choice and the thick noodles in my deluxe were way better.  The deluxe definitely wasn't skimpy on ingredients but the broth was bland and the charsiu was just OK.  I would have ordered the deluxe with tonkotsu ramen or shoyu (soy sauce) if I could do it again.  \n\nWhat's up with no music in the restaurant?  I felt like I was eating ramen in a library.\n\nIs 3 stars the new 2 stars?  Even the 3 star reviews are telling readers to go elsewhere."
negative,"SOYO -- tonight you lost 3 customers: my friend her nephew and ME -- and here's your chance to repair the damage. Just REPLY to this review and promise to give my friend the $11 beef salad for FREE and she'll be back along with her family and friends that she often brings in for you since she lives a few blocks away--remember how she brought the two of us with her tonight? Please show us that you care about the continued business of regular customers.\n\nMY FRIEND'S DISH WAS VERY SLOW\nMy friend's dish took 25 minutes while our 2 dishes came out within 10. Yes you later explained that her dish always takes that long--but a WARNING would have allowed her to order something else instead of the beef salad.\n\nSLOW DISH WAS CANCELED\nMy friend watched us eat for 15 minutes and finally canceled her order. After checking on it the waitress came out with the dish and asked if my friend would like to TAKE IT OUT. \"Yes\" was my friend's reply. *Myself and the nephew split our dishes so that my friend could have something to eat. From here the customer experience began to DETERIORATE.*\n\nTHE DISH WAS GONE\nWhen the check came the dish was not added to the price but it was also not packed and had disappeared. We were confused as to why it was gone after the waitress offered to give it to us for take out. *The stress caused by this ruined my own customer experience because we were angry that the restaurant didn't seem to care about what happened.*\n\nMISCOMMUNICATION?\nPerhaps the waitress meant 'Remove it from the bill' and wasn't offering it for free--fine. But SOYO you SHOULD HAVE just given it to my friend as compensation because that's good customer service. It doesn't matter if you disagreed in the moment with her because now you've ALIENATED a woman that lives three blocks away and loves your food but will not return thus losing your restaurant hundreds to thousands of dollars in the LONG TERM. *The fact that we were even worrying at all about these issues made me wish we had eaten ELSEWHERE.*\n\nDON'T LOSE BUSINESS OVER $11\nJust give her a free beef salad! Mr. Manager--pay for it out of your own pocket--it's only 11 bucks! Your food is great your restaurant is very cute but remember a great restaurant is classy and treats its loyal customers with more respect. *The fact that I have to write a bad review and explain this is BULLSHIT.*\n\nWHAT TO DO NEXT\nJust write a reply to this review and say you'll comp her dish and we will be back and I'll update the review to be about the great customer service move you made. Otherwise it will remain at 1-Star to remind Las Vegas that the business of loyal customers don't matter to SOYO.\n\nLASTLY -- THIS IS THE 2ND POSTING OF THIS REVIEW\nThis review was previously REMOVED because of the rare technicality that \"it appeared to be primarily based on someone else's customer experience\". Well guess what happens when your friend has a bad experience at a restaurant while you get to eat and watch her go hungry -- your own experience is also ruined. My own experiences are now asterisked above. But there's more to my experience. Guess who walked back in to talk to the management about the problem? Me. Guess who was appalled when the manager understood our side but decided it's better to lose customers than comp the dish? Art S. -- Me. Guess who looked the manager in the eye and said if you don't comp the dish I'm writing a 1-star Yelp review. Donald Trump? No ME! So was my experience also ruined by my the treatment of my friend? HELLs to the YES.\n\nNow SOMEBODY took the time to figure out how to remove my review on a rare technicality that no common Yelp reader would know about. Prrrrrrobably SOYO management. So INSTEAD of just saying \"We'd love to have you back here's your free dish\" they took the weasel route. Well SOYO the bright side is it shows you actually care about a bad review on Yelp. So how about THIS as a better way to remove it: \n\nPlease comp the dish :)"
negative,"\"I am not a product of my circumstances. I am a product of my decisions.\" \n- Stephen Covey\n\nThe Palazzo has a nice setting throughout the common areas as well as some great food and drink options so I decided to stay here with my love for a staycation. The rooms are spacious mini suites and the one we booked was on a non-smoking floor. The huge problem for me was that in spite of the non-smoking floor we were on the shared HVAC piped in dingy smoke-laden air. This is a deal breaker for me. Even the casino floor is poorly ventilated for today's standard. I was born and raised here in Vegas and I remember back when all the casinos used standard ventilation throughout the casino floor. Thankfully the times have changed as you walk through many of the modern casinos in Vegas...alas the Palazzo is not one of those properties. \n\nWe still come visit the Pallazzo\/Venitian complex to eat. There really are a lot of great options including favorites like Carnevino and Yardbird Southern Table & Bar...and the drinks at Delmonico Steakhouse are some of the best on The Strip. We really enjoyed the Lunar New Year decorations up in the atrium for the Year of the Rooster...as well as the large LOVE installation inviting you to snap pictures but you won't find me coming back to stay here."
negative,"180 of 525600.  The amount of a year it took my opinion of a once great restaurant to crumble.  What's worse I'm the current \"duke\".\n\nDowngrade reason?  The restaurant does not care about their guest.\n\n1.  Serving warm Champagne.  OK so it was only a $120 bottle.  Not a $500 Krug but I believe they could spring for $0.20 of ice.  The server knew it was warm and poured anyway.\n\n2.  75 minute wait between courses.  Perhaps the pumpkin for the soup needed to grow or someone had to catch a run away octopus IDK.   The \"real\" reason they were having problems with the ovens.  How about showing some respect and letting the customer know?\n\n3.  Allowing a visibly flawed dish to be served then laughing about it.  A cook must have assembled the dish.  Someone must have approved it at the pass.  A server clearly sees the dish and still presents it.  Cold rubbery octopus.  A film on the sauce from air conditioning.  When asked \"how is everything?\"  I said the dish was bad and obviously sat at the pass for half an hour.  The server's reply \"haha yeah it did\".  Well F you too!\n\nTo be fair the restaurant manager did apologize and remove items from the check but this isn't a case of a little green worm happily munching your organic salad with you rather obvious mistakes bordering on purposeful. \n\nObjective food review (best to worst)\n\nGrand Marnier Souffle - Simply outstanding.  Perfect in every respect.  Perfect texture perfect moisture.  The cream perfectly infused.  The side of ginger \/ citrus ice cream a perfect foil adding a hint of bitterness.  Well controlled sweetness.\n\nTarte Flambe - Tasty as usual but sloppy in assembly.  Onion bacon asparagus and truffle atop a layer of creme fraiche on a cracker.  Great but the end two pieces had NO topping what so ever.\n\nGrilled Octopus - Cold rubbery dry octopus atop a dry heart of palm sweet teardrop tomatoes dry sea beans desiccated citrus caviar a lemon vinaigrette and chipotle aioli.  Too bad since this dish would have been PERFECT in it's balance and flavor if it were served when it was made.\n\nRoasted Kabocha Soup with seared foie and honey toast - Awful.  Sweetness way off balance.  The foie had a rubbery texture.  Extremely livery bordering on the flavor of spoiled beef liver.  Foie?  More like old chicken liver.\n\nService is a joke where even guest sitting at the bar had to endure a bartender more interested in the football game than them.\n\nDecent wine list with very high Vegas resort markup.\n\nOh well... \"Look my eyes are dry.  The gift was ours to borrow...\""
negative,"Don't think I'll go back again for happy hour...  My friend likes outdoor dining by the bar and I don't mind it until someone lights up a cigarette or even worse a cigar.  Today was a hot one but with the occasional breeze and the intermittent misters going off and on drinking outdoors was tolerable.  \n\nOnly ordered mango mojitos today and I surprised my friend by ordering two-- I usually just stick to the one.  Don't know why since both of my mojitos were very sweet (as if made with a simple syrup instead of a muddler mint and sugar) and I didn't even finish my first let alone half of my second.  City iced water were in plastic glasses that had hard water stains on them.  These should be polished to keep them looking sparkling-new!  \n\nFriend had the Shrimp Martini $13.50 during happy hour. https:\/\/www.yelp.com\/biz_photos\/blue-martini-lounge-phoenix-3?select=U9-fli37mQMC9-vyXV0LaA  Four large shrimp with a zesty cocktail sauce that friend really enjoyed.  I wondered why only four?  \n\nGreat visit with friend but we'll try somewhere else in High Street for our next happy hour get-together.  That or we may be back but I'll order something else to drink (and possibly sit indoors away from the smoke!)."
negative,"Generally overrated! Good for gawking at plastics in dental floss dresses that leaves nothing to the imagination 6-in stilettos and 20 layers of makeup for your viewing pleasure. If you are wondering if she is his daughter or his girlfriend that's his girlfriend! \n\nI finally made it here to have dinner to see what the hype is all about. I had been told by several friends that it was impossible to get a reservation which I truly don't understand.\n\nThe view is nice but significantly lacking from the one at Paris or Cosmo mostly due to the fact that the restaurant is on the 2nd level and not much higher. The Bellagio fountains are obstructed by the crosswalk bridge over Las Vegas Blvd so not my much of a view. I probably saw more weirdos on the strip my whole meal more than anything else.\n\nThe service was ok but considering this is a fine dining establishment my drinks were not refilled during the meal & I actually had to ask a busboy to do it. I ordered an entree and an appetizer. The bacon wrapped dates were very good $16 for 5. However my entree was terrible! Small plate of whatever it is that I had 3 bites of and left. Cost $28 and was a complete waste. The only thing that kept me from going home hungry was the complimentary bread with a variety of salts and butter. \n\nDefinitely would not come back."
negative,"Went here about 1pm on Sunday not very crowded and seated immediately. Menus and drinks followed. Service remained good throughout our visit. That's where the good stopped. The food?....well let me just say this; \"Don't waste your money!\" Quality and quantity suffers greatly here. Nothing remotely Japanese at Kabuki only the name! Still hungry when we left and $35 lighter. No drink order either. The cooks here need to go to Japan to see how Japanese food is really crafted! I dislike having that feeling I just got ripped off. Dam!!!"
negative,"Excalibur Hotel is child's play compared to the elite hotel resorts of Las Vegas ... at 1\/2 the price tag ... making it a deal for you bargain hunters or families on vacation. If you have children or need a \"beginner\" hotel for the whole Vegas experience choose Excalibur.\n\nWelcome to the future site of a cool five-star Vegas Mecca. Once they tear this down and build a new mega-resort you can tell your grandkids that you stayed here back when it was Excalibur. \n\nUntil then here's what you'll find ...\n\n * Hotel Rooms ... nothing fancy but you've slept in worse (probably)\n * A Casino with lower table limits and more frowns\n * A small Sports Book for Dad to prove he was right about the home team\n * Food is like choosing a restaurant at your local mall\n  ... Excalibur Buffet ($23 for dinner and less for breakfast or lunch)\n  ... Buca di Beppo - American chain of Italian-style re-heated food\n  ... Dick's Last Resort - The Applebee's of Vegas\n  ... A Steakhouse with $41 Rib Eye Steak or a 3-course Sirloin meal for $37\n  ... Baja Fresh - Mexican Fast Food\n  ... Food Court with Krispy Kreme McDonalds Pizza Hut Cinnabon & more\n  ... Octane Lounge (Fri\/Sat) & the \"Lounge\" are bars for adults to reminisce\n * Entertainment is great if you're letting mom plan your trip\n  ... Tournament of Kings: Jousting banquet ($66) using your hands to eat\n  ... Thunder From Down Under: Mom's\/Girl's Night Out ($57 - $67) - chiseled abs\n  ... Australian Bee Gees - Tribute show ($45-$60) not as fun as Fallon & Timberlake on SNL\n  ... Fun Dungeon is a huge arcade full of games (10am-10pm)\n  ... Pool with bar & food service full of kids taking a Dungeon break\n  ... Shopping is limited to mall-style boutiques for kids and mom's\n  ... A Wedding Chapel - Good luck.\n * That funky aroma you smell is annoyed disappointment ... or weed\n\nFor now Excalibur survives as a low-end property in the MGM Resorts brand (with the MGM Luxor New York-New York Monte Carlo Mandalay Bay Aria Vdara Mirage and Bellagio). Its prime location on the South end of the Vegas Strip at the corner of Tropicana and Las Vegas Blvd is the future site of something much much better. Til then Excalibur has accepted it's cheap existence and you should too."
